pos,text
1,rahat bir pantolon çok iyi
1,çok iyi tam resimdeki gibi
1,ürün gayet güzel ve kaliteli teşekkür ederim :)
1,durusu kalitesi güzel eşim çok beğendi
1,kalite fiyat her şey uygun kargocu çok güler yüzlüydü teslimattan çok memnun kaldım teşekkürler bursa nilüfer trendyol çalışanı abi
1,başarılı ürün
1,tam fotoğraflarda ki gibi
1,çok güzel bayıldım
1,fiyat kalite muhteşem
1,"güzel , çok beğendim"
1,çok güzel çok beğendim
1,muazzam kalite
1,kalite akıyor
1,güzel dökümlü bir pantolon fiyatına göre tercih edilebilir
1,ne gördüysem o geldi İkra'lı olduğu için bir beden küçük alabilirsiniz
1,çok güzel bir ürün harika
1,çok şık duruyor
1,"çok beğendi oğlum , diğer rengini de aldık"
1,kalite ve rahatlık almanızı tavsiye ederim .
1,güzel bir pantolon hoşuma gitti
1,fiyatı bir tık makul olsaydı çok daha iyi olurdu . kalite açısından gerçekten güzel hayal kırıklığına uğramadım .
1,arkadaşıma hediye almıştım ve çok harika oldu . çok memnun kaldık . almanızı kesinlikle tavsiye ederim .
1,ürün güzel tavsiye ederim
1,erkek arkadaşıma aldım çok beğendik çok güzel bir pantolon düşünmeden alabilirsiniz
1,very good
1,çok güzel alabilirsiniz .
1,çok güzel bir ürün göründüğü gibi
1,erkek kardeşime aldım fotoğraftaki gibi gayet güzel
1,ürün geldi istediğim gibi oldu teşekkürler
1,geçen sene diğer rengini almıştım eşim çok beğenerek kullanmıştı . siyahını da bu sene aldım postallarla çok hoş olmuyor .
1,abime aldım çok beğendi güzel bir kumaşı var
1,tam beden tam yazlık çok beğendim
1,ürün harika . kesinlikle kendi bedeninizin 1 büyüğünü alın . boyum 176 kilom 73. l beden aldım . kumaşı zerre esnemiyor onu hesaba katarak alın . l aldığım halde merdivenden rahat çıkamıyorum ve çömelemiyorum . ama ürün çok şık
1,yorumlara bakarak bir beden büyük aldım . kesinlikle bir beden büyük alınmalı
1,ürün tek kelime ile harika kötü yorum yapanlara anlam veremiyorum tam rengi geldi eşime aldım çok beğendi 85 kilo l beden aldım tam üstüne oturur hemen diğer üç rengi de sipariş veriyorum
1,"kumaş kaliteli , paçaları dar , paçaları plastik olsa daha iyi olurdu"
1,ürün çok güzel . 178 boyundayım ve kilom 53 s beden gayet güzel oluyor . boyu da ideal .
1,güzel bir ürün spor şık bedeni olmadı iade etmek zorunda kaldım .
1,umduğumuz gibi çıkmadı slim kalıp giyenler için iyi kumaşı ince mevsimlik
1,1.78 boy 73 kg üzerime tam oturdu çok hafif geniş ama sorun değil rengi de tam resimdeki gibi geldi kumaşı ince ve çok rahat tavsiye ederim 😊
1,ürün tam oturdu ama bir beden büyük alabilirsiniz bana biraz dar geldi
1,ürün çok güzel duruyor ve hızlı geldi alacaklara öneri olarak şunu diyebilirim ben 1.68 boy 60 kiloyum s tam oldum eğer kilonuz 65 ve üzeri ise s dar gelecektir
1,yorumları okuyarak bir beden büyük aldım tam oldu kumaşı güzel yaz için ideal bir kumaş tavsiye ederim
1,hızlı ve özenli kargo için çok teşekkür ederim tam bedeninizi alabilirsiniz
1,ürün gerçekten bir abimden görerek aldım ve iyi ki aldım İkra'lı özelliği ile çok ama çok hoş bir kokusu var ben 1.74 um ve s beden aldım tam cuk diye oturur boyunuza uygun almanızı tavsiye ederim tam oturunca çok şık duruyor .
1,bana biraz okul pantolonu kumaşı gibi geldi : d ama olsun ürün göründüğü gibi bedeniniz neyse onu alabilirsin bana tam oldu teşekkürler hızlı teslimat için
1,ürün harika gerçekten ama alırken bir beden büyük alın çok dar kesim ve kalitesi harika
1,"ben babam için aldım beklediğimden güzeldi , tam yazlık yumuşacık kumaşı var . teşekkür ederiz"
1,ürün efsaneydi ama dar geldi iade etmek zorunda kaldım bedeninizin 1 üstü salaş hoş olur
1,aslında çok kaliteli ama uzun boylu birinde güzel durur . eşim kısa boylu yakışmadı .
1,"kaliteli ve rahat bir ürün çok beğendim , bedeniniz neyse onu alın derim . . benim üzerime tam oturdu👍"
1,parasına göre güzel ama bacak boyu uzun olanlar sıkıntı yaşayabilir göz önünde bulundurarak satın alın . bir beden de büyük almanızı tavsiye ederim
1,bir beden büyük alın . onun dışında kumaşı duruşu çok güzel
1,bedenler sıkıntılı bir beden büyük isteyin
1,eşime almıştım beğendi . kendi bedeninizi almanızı tavsiye ederim .
1,güzel fakat dar geldi 172 boyundayım kilom 75 falan galiba m beden aldım hafif dar gibi ama giyilir
1,ürünü çok beğendim gayet güzel kendi bedeninizi alın
1,çok rahat giyim beden büyük alın
1,ürün çok güzel kumaşı ince tam mevsimlik kalıpta bedene göre geldi
1,180 boy 65 kilom beden tam oturur kumaşı çok kaliteli değil ama görünüşü harika tavsiye ederim
1,biraz kısa oldu ama başarılı
1,evet siyah rengini aldiydim beğendim ve gri rengini de aldım eğer rengi daha çok hoşuma gitti çok teşekkür ederim
1,ürün çok iyi ama kalıbı çok dar alacaklar bedeninin iki üstünü alsın
1,eşime aldım çok rahat ince beğendi yaz için seçilecek ürün
1,tek kelimeyle harika elastik pantolon görünümlü bir kumaşı var eşime aldık plastik paça olması da çok güzel siyah ve açık grisini de alacağız markaya teşekkür ederiz
1,kısa sürede elime ulaştı . bir beden büyük almanızı tavsiye ederim . bacak kısmı bedenle orantılı değil daha kısa
1,cepleri biraz ufak ama 10/10 ürün
1,ürün gayet iyi tam bedeninizi alabilirsin bu ürünün siyah ve açık grisini giyen mankendeki gibi üzerinizde Durbaş'ınızı istiyorsanız bir beden büyük alın bilekli spor ayakkabı giycekseniz altına yine tam bedeninizi alın gayet kaliteli güzel bir ürün teşekkürler
1,yazlık güzel biraz ince 1 beden büyük sipariş edin bence
1,çok güzel rahat bir kumaşı ve bedeninizi alın
1,çok kaliteli bir ürün kendi bedeninizi alın mutlaka
1,ürün kaliteli ve rahat beden için sorup alırsanız çok iyi olur
1,genç içi oğluma aldım beğendi
1,5 yıldız ürün çok iyi fakat ayaklarımı geçirirken paçasında zorlanılıyorum lastikli bölümü biraz dar geldi teşekkürler Trendyol'san
1,tam bedeni alın eşime çok güzel durdu
1,ürünü oğlum çok beğendi . kalıbı ve kesimi çok yerinde . tam bedeninizi alın .
1,"güzel , ama bir beden küçük oldu , deyişim yapmıyorsunuz kötü oldu ,"
1,ürün güzel kalite yanlız dar ve kalbi yok
1,berbat ürün aşırı ince en küçük bedeni bile xl gibi kesinlikle almayın
1,kalitesi 10 numara . ama çok dar 178 boy 82 kiloyum xl anca oldu yani oradan hesaplayın . alacaklar bacaklarının kalınlığına göre 1 veya 2 beden büyük alsın .
1,kendi bedeninizi alın
1,ürün çok güzel ancak l beden geldi ama tam oldu kalıp çok dar
1,beğendim güzel ama beden arttıkça fiyatın artması çok saçma
1,tam kalıp mükemmel
1,ürün çokgüzel fakat beden uymadı
1,çok şık ve çok tarz . ufak tefek ip sökükleri var fakat çok önemli değildi benim için . kesinlikle tavsiye ederim . bir beden büyüğünü almanızı öneririm .
1,ürün güzel ama bir beden büyük alın dar kesim
1,bedeninizi alın derim
1,"fotoğraf da göründüğü gibi duruyor . kısa oldu bana , giymiyorum zaten"
1,ürün tam kalıp çok güzel kaliteli bir ürün düşünmeden alın
1,ürün çok güzel ben 105 kilo 186 boyundayım dar oldu açıkçası sıktı ama mide ameliyatı olduğumdan 2 aya rahat giyerim aşlama isteyenler terredütaüz alabilir eşortman gibi değil bildiğiniz pantolon ama rahat
1,gayet güzel günlük kullanıma uygun 167 boy 65 kilo yumsana s beden tam oldu ama beli birazcık dar geldi oda zamanla açılır diye düşünüyorum
1,biraz bol geldi okul pantolonu gibi bu ne
1,erkek arkadaşım için aldım bir beden büyük alabilirsiniz ürün çok güzel
1,spor şık tavsiye ederim eşime aldım çok yakıştı
1,güzel ürün fakat alırken 1 beden büyük alın
1,kendinizden bir beden büyük alın diyenlere ne gıcık oldum bir beden büyük aldım kekolar gibi oldum terziye gidiyorum şimdi daraltmaya .
1,kumaşı çok güzel fakat lastikleri çok sıkı geldi
1,gayet güzel ince bir ürün tam yazlık .
1,170 boy 75 kilo laldık tam oldu süper görselden rengi biraz tunç
1,ürün çok iyi beklediğim gibi geldi bana bir kaç eksiği var onlara değinmek istiyorum arka cepleri yok olması lazımdı bana göre ve biraz fazla ince onun dışında söyleyeceğim bir şey yok ürün hakkında gayet iyi
1,ürün çok bol olmasa güzel
1,arkadaşıma hediye olarak aldım . çok beğendi . gayet rahat ve sportif
1,ürün güzel kumaş kalıtı ve çok bebeğimi ;)
1,rengi ve kumaş kalitesi çok güzel
1,ürün . çok güzeldi ama bedenime uymadı
1,güzel olmuş ayaklar azca dar amma değer
1,kaliteli güzel bir üründe hafif geniş
1,pantolon güzel resim de göründüğü gibi aynısı fakat model olarak bana olmadı maalesef 175 boy - 72 kiloyum m beden aldım tam oldu ama model olarak uyum sağlamadı .
1,hızlı kargo teşekkürler
1,"elinize sağlık , tam istediğim gibi bir pantolon . kumaşı kalitesizdir diye tereddüt ettim , kumaş bilgisi yoktu , gerçekten çok rahat ve kumaşı çok güzel . elinize emeğinize sağlık ."
1,ürün güzel ama bu rengini sipariş ettim ve daha koyusu geldi . beden m aldım 170 boy tam oldu ve güzel durdu . öneririm arkadaşlar .
1,eşofman gibi günlük kullanılabilecek bir pantolon çok güzel
1,kumaşı biraz ince geldi
1,görseldeki gibi geldi ben çok beğendim kumaşı keten pantolon gibi duruyor üstte o yüzden eşime çok yakıştırdım tavsiye ederim
1,çok kaliteli bir kumaş gerçekten
1,yaza uygun çok güzel . farklı bir tarzı var istediğim gibi geldi bel kısmı lastikli gayet iyi tercih edebilirsiniz .
1,ürünün kumaş kalitesi yaz ayları için ideal . kullanım rahatlığı karşıdan bakanı bile ikna ediyor . tek sorun eşimin bu tarza alışkın olmamasıydı . bu yüzden iadeye engel olamadım .
1,eşim severek kullanıyor rahat günlük kullanıma uygundur
1,eşime aldım çok beğendi ve rahat buldu
1,fiyatına göre iyi . kumaşı normal . süper kaliteli değil
1,kumaşı çok iyi
1,ürün göründüğü gibi ayrıca kargo da çok hızlıydı kesinlikle tavsiye ederim kaliteli ürün
1,ürünün birebir resimdeki geldi kumaşı duruşu çok güzel beden küçük geldiği için iade edip büyük alacağım
1,mükemmel spor pantolon
1,kumaşı harika ve kalitesi harika
1,iyiydi kumaş ama biraz okul formalarının altına giyildiği gibi duruyordu
1,tam yazlık bir kumaş rahat
1,herkese tavsiye ederim günlük hayata normal bir pantolon gibi de kullanabilirsiniz
1,kumaşı herşeyi çok iyi
1,ürün güzel ince serin havalar için ideal
1,süper değil normal
1,kaliteli kumaşı güzel
1,güzel bir kumaş erkek arkadaşıma aldım severek giyiyor
1,ela şalvardı cox beğendim
1,tam istediğim gibi geldi teşekkür ederim
1,tarzım değildi çok ama yine de aldım . şunu söyleyebilirim harbiden güzel pantolon
1,eşime almıştım çok beğendi
1,ürün çok güzel kaliteli
1,gayet güzel tavsiye ederim
1,çok rahat
1,çok memun kalktı
1,güzel ürün teşekkürler
1,muhteşem tek kelimeyle harika
1,gayet güzel
1,kaliteli bir üründü
1,fena değil güzel
1,çok güzel tam oturur üzerime teşekkürler
1,beğendim tam oldu
1,kokusu güzel ve rahat
1,beyendimmmm
1,ürün güzeldi indirimden aldım . kardeşim için kumaşı da güzeldi
1,harika çok kaliteli çok beğendim
1,kesinlikle parayı haketmiyor aşırı ince
1,çok beğendim tavsiye ederim
1,çok rahat ve güzel
1,"güzel ürün , biraz fazla fiyat"
1,süper kalite oğluma aldım çok beğendi
1,ürünün kumaş kalitesi çok kötü naylonumsu bir kumaşı var sanki tülerecek ve yakacak bir gibi duruşu var bu yüzden iade ettik 5 yıldızı da yorumumun görünmesi için veriyorum
1,çok beğendim herkese tavsiye ederiz
1,çok güzel bir ürün tavsiye etmem 😂
1,kardeşim için aldım tam oldu
1,ürün large aldım küçük geldi
1,çok rahat ve sık beğendim
1,nişanlıma hediye olarak aldım çok beğendi teşekkür ederiz 🥰🥰🥰
1,muhteşem bir hız 1 gün içinde geldi tebrikler
1,ürün gerçekten kaliteli tavsiye ederim
1,çok rahat ve şık
1,ürün güzel fakat cepleri çok küçük bilginiz olsun telefon para vs koyduğunuz an düşer . terziye verip ceplerini büyültmek zorunda kaldım
1,çok beğendim teşekkürler
1,xl istedim paçaları lastiksiz geldi aynısını istiyorum geri sipariş vereceğim
1,çok rahat ve şık duruyor
1,çok beğendim ancak rengi biraz resimdekinden köyü gibi onun dışında modeli ve duruşu çok güzel kalitesi de gayet iyi teşekkürler
1,gayet şık ve rahat bir pantolon
1,başarılı s aldım tam oldu
1,gayet güzel çok beğendim kumaşı da harika duruyor
1,kumaşı gayet güzel yazlık bir ürün
1,gönül rahatlığıyla alın .
1,ürün çok güzel hafif ve rahat gerçekten memnunum
1,eşofman olarak iyi
1,pantolon geldi ama istediğim gibi gelmedi paçaları görsel deki gibi değil bide s beden istedim 55 kiloyum geniş geldi
1,rahat ve hızlı teslimat
1,ürün çok güzeldi ve gayet temiz düzgün geldi teşekkürler
1,çok güzel ve rahat 1.75 kilo 68 m denilen çok güzel oldu
1,f / p ürünü .
1,güzel ürün malı kaliteli
1,yazlık olarak aldım çok güzel
1,paçalarının plastik sıklıkları farklı onun dışında ürün güzel
1,güzel paketleme hızlı teslim
1,baya iyi tavsiye edilir
1,çok güzel alabilirsiniz rahat
1,güzel beğendim
1,ürün çok güzel indirimdeyken almıştım sanki üstüme göre dikmişler
1,resim de göründüğü gibi geldi teşekkürler
1,çok beğendim
1,çok güzel ürün aldım ve beğendim
1,güzel beğendim
1,kaliteli ürün . teşekkür ederim !
1,aldım beğendim teşekkürler
1,kaliteli ve şık duruyor
1,xl aldım 182 boy 104 kilo tam oldu
1,kumaşın ve dikişlerin kalitesi gerçekten çok iyi herkese tavsiye ederim 2 tane daha alacağım
1,ürün iyi tavsiye ediyorum 🦋🦋
1,çok güzel bir şey herkese gerçekten tavsiye ederim
1,çok cool çok kaliteli
1,ürün çok güzel tavsiye ederim
1,"güzel , zarif ve çok güzel"
1,oğlum için aldım çok güzel
1,sevgilime aldım gayet güzel kullanıyor
1,bekledim gibi güzel
1,elim için aldım kalitesi çok iyi
1,kaliteli ürün hızlı teslimat güvenilir alışveriş
1,ürün çok iyi fiyatı da uygundu kumaş kalitesi ve kesimi de iyi kargoda hızlıydı
1,güzel bir ürün teşekkürler
1,kaliteli ürün başarılı
1,kötü yorum yapanlara bakmayın çok güzel bir ürün
1,güzel kaliteli ürün hızlı teslimat
1,harika bir ürün tavsiye ederim
1,çok beğendim
1,harika pantolon
1,güzel ürün . arkadaşım için sipariş vermiştim çok beğendi . indirimde almıştık
1,efsane çok rahat çok güzel
1,şaşırtıcı derecede fazlasıyla kalite tebrikler
1,çok güzel yazlık
1,sevdim harika
1,eşim pantolona bayıldı çok rahatmış
1,ürün kaliteli güzel tarz bir duruşu var rahatlıkla alabilirsiniz
1,güzel ürün tavsiye ederim
1,çok iyi rahat
1,", ürün çok kaliteli ve güzel duruyor ben sadece beyi büyüğünü aldığım için iade ediyorum"
1,ürün çoook amma çook güzel . iyi ki de aldım
1,çok beğendim istediğim gibi geldi
1,güzel ürün çok beğendim ;)
1,ürün gayet güzel fiyatında uygun tavsiye ederim
1,çok beğendik güzeldi
1,çok güzel ürün
1,gayet güzel beğendim göründüğü gibi geliyor
1,müthiş ürün
1,güzel ürün
1,mükemmel fotoda göründüğü gibi
1,çok güzel beğendim
1,güzel ürün
1,İyik'ime almışım
1,ürün herkese tavsiye ederim çok güzel
1,renk göründüğü gibi değil ayrıca altı lastikli gelmedi
1,m beden aldım çok dar geldi l beden olarak tekrar sipariş verdim fakat xl bedenin x ' ı karalayıp l beden olarak göndermişler . tebrik ederim ticarette çığır açtınız . yorum görünsün diye 5 yıldız veriyorum 1 tane bile haketmiyor .
1,çok beğendim gayet kaliteli
1,ürün güzel
1,resimdeki gibi . güzel çok rahat
1,güzel ürün
1,çok güzel ve rahat aşırı hoş duruyor şiddetle tavsiye ederim 😊
1,çok şahane bir pantolon almanızı tavsiye ediyorum
1,tam istediğim gibi teşekkürler
1,"ürün biraz geç , ama sorunsuz şekilde elimize ulaştı . çok güzel bir ürün . rahat ve şık duruyor , çalışırken bile giyiyorum"
1,kalitesi güzel ve çok rahat tavsiye ederim
1,çok güzel 👍🏻
1,çok iyi resme göre daha koyu gelir ama çok rahat
1,tam istediğim gibi rahat beğendim
1,harika kalite harika ürün
1,çok beğendim çok güzel
1,indirimden almıştım hem kaliteli hem uygun ve hem de güzel 10 numara
1,şiddetle almanız da tavsiye de bulunabilirim çok rahat bir ürün
1,çok güzel bir ürün
1,güzel beğendim
1,mükemmel tarz
1,istediğim gibi bir ürün 5 yıldızı hakediyor
1,arkadaşlar ürün çok güzel ben beğendim sizde tasfiye ederim
1,meraba bugün kargomu teslim aldım ön yüzünde beyaz bir leke çizgi şeklinde bacak arası dikişleri açılmış
1,fiyat performans ürünü güzel geldi teşekkürler
1,ürün iyi fiyat iyi alın
1,fiyatına göre çok güzel tavsiye ederim
1,kargom hızlı geldi ürün tam istediğim gibi hiçbir sorun hata yok emeği geçen herkese teşekkür ederim 😊
1,"şahane , düşünmeden alın . bu fiyata bu ürün başka yerde çok zor ..."
1,ürün gayet güzel beğendik yazlık ürün sadece resimde kahverengi görünüyor ama eğri geldi olsun güzel yine de tavsiye ederim
1,ürünü çok beğendim herkese tavsiye ederim
1,bu fiyata iyi
1,bu fiyata daha iyi olamazdı
1,ürünün hem fiyatı uygun hem de görüldüğü gibi
1,çok iyi ürün
1,çok kaliteli verdiğim paraya değdi tereddüt etmeden alabilirsiniz erkek arkadaşım çok beğendi
1,şık ve gerek günlük hayatta gerekse debi yerlerde giyilebilir
1,çok rahat eşim severek giyiyor
1,indirimli almıştım çok güzel severek giyiyorum
1,ne eşofman ne pantolon ikisinin karışımı gibi rahat yaz aylarında giyilebilir
1,görseldeki gibi değil ama olsun severek aldım teşekkür ederim ilgi alakadan
1,eşiniz çok beğendi çok kaliteli ve rahat
1,iyi güzel .
1,kuzenime aldım ve çok beğendi çok memnunum
1,verdiğim sipariş 2 günde elime ulaştı ilginiz için teşekkür ederim hayırlı çalışmalar
1,bit pazarında daha kaliteli mallar bulabilirsiniz . bir de kalıbı çok küçük . xl falan söyleyin m giyen biriyseniz .
1,fiyatına göre daha iyi olabilir . tam yazlık . çok rahat .
1,ürünün hem fiyatı uygun hem de kaliteli kullanılabilir
1,ürün mükemmel çok iyi yapılmış ama ben aldığımda 89tl idi şimdi 46 tl neyse sağlık olsun
1,harika bir pantolon gerçekten eşim için aldım çok güzel oldu sadece bu renk değil bir koyusunu göndermişler ama o da sıkıntı değil 👍
1,fffg fffg ne kadar ben de teli şarja taktım ve android yemiyor nebilim ben ya adamı ve android yemiyor ne kadar ben de teli şarja taktım ve android yemiyor ne kadar
1,aynısının siyahını almıştım grisi de mükemmel
1,kalitelisi ve rahatlığı efsane gerçekten çok beğendim hemen siyah rengini de sipariş verdim
1,kesinlikle almayın defolu ürünleri gönderiyorlar ben aldım pişman oldum iade ediyorum hemen
1,çok güzel ve görselin aynısı hiç bir yanlışlık yok teşekkürler
1,ürün elime ulaştı gayet iyiydi kalitesi de iyi .
1,ürün görseldeki gibi şık ve rahat
1,ürün geldiğinde çok şaşırdım firmayı kazıklamış gibi hissettim ) ) ) bu paraya bu ürün harika ...
1,güzel bir pantolon resimdekinin aynısı geldi teşekkür ederim
1,çok hoşuma gitti aynısı geldi
1,ütü problemi olmuyor en ufak bir bozulma çekme filan olmadı çok güzel
1,ürün görseldeki gibi
1,umduğum dan daha güzel bir ürün yeni ürünlerinizin takibindeyim
1,gayet güzel kaliteli fakat biraz açık tonu geldi bana ama sanırım stüdyo ışıklarında dolayı problem değil yani başarılı bir ürün
1,ürün sipariş verilenle gelenin hiç alakası yok önermiyorum yorum kabul edilmesi için verdim puanı paranıza yazık
1,teşekkürler
1,kumaşı çok hoş bedeni de tam geldi kargo da geç gelme
1,kesinlikle dolapta bulunması gereken bir ürün . tam bedeninizi almanızı tavsiye ederim . gayette kaliteli paketlemede güzel ve hızlıydı .
1,iyi ama yanlış beden geldi çok sorun olmadı
1,ürün güzel ama satıcının yorumlarına dayanarak beden söyledim maalesef şalvar gibi oldu
1,çok güzel bir ürün geldi teşekkür ederim
1,recim’deki model gelmedi tekrar iade etmek zorunda kaldım
1,ben bunu seçmiştim bana koyu rengi geldi tavsiye etmiyorum
1,ilgili bir firma teşekkür
1,ürünü aldım diye onay verdim o ara servisteydim 5 dk mesafe vardı kapıya bırakın dedim geldiğim de yoktu cep yapmışlar :) iyi ders oldu güvenmeyeceksin kimseye
1,ürün gayet iyi tavsiye ederim paketleme iyi teşekkürler
1,aldığım renk gelmedi ama gelen ürün gayet güzel ve verilecek paraya değer bir ürün
1,harika ancak rengi daha koyu geldi tek sıkıntı o
1,"ürün çok güzel kumaşı iyi , ben bir beden büyük alabilirsiniz"
1,çok iyi kalitesi filan da güzel boy 181 71 kg l beden tam oldu
1,kalıbı çok darmış ama ürün güzel ince eşortman pantolon gibi arada bir şey
1,güzel bir ürün biraz dar kesim
1,ürün çok iyi ama biraz dar bir beden büyük sipariş edin
1,harika geldi gayet şık
1,32 beden diyorum xl aldım güzel oldu göründüğü gibi teşekkürler
1,175 boy 72 kilo l beden aldım benim ölçülerimde varsam çok daha güzel olur
1,severek giyiyorum kalıbı çok iyi
1,kumaşı herşeyi çok güzel
1,güzeldi ama geniş
1,bence gayet güzel bir ürün . tavsiye edilir . small aldım boyum 1.69 -70 civarında kilom 65 falan ve bana gayet güzel uydu .
1,"kumaşı göründüğü gibi , şık duruyor paçası biraz kısa geldi"
1,önce kumaş kullanma sıklığına göre çok kırışmıyor
1,kumaşı ince göründüğü gibi açık gri de değil biraz koyu ama duruşu güzel🥴
1,güzel bir kalıbı var eşim için aldık çok beğendim
1,hem eşofman hem kumaş pantolon gibi güzel beğendim
1,ürünün kumaşı kötü
1,kumaşı harika
1,memnun kaldım
1,kalite olarak iyi beğendim
1,üstte gözüksün diye 5 puan verdim alırken birle daha düşünün resimdeki ürünle arasında dağlar kadar fark var arkasında bile tek cebi var paranıza yazık
1,dayanıklı
1,gayet iyi kalite
1,çok güzel 👍
1,çok rahat bir pantolon çok hafif ve esnek
1,güzel beğendim ben alınabilir
1,çok iyi . yorumlara bakıp çekinerek aldım ama beklediğimin çok üzerinde . sadece rengi lise pantolonuma benziyor :-) diğer renklerinden de aldım
1,güzel bir ürün
1,çok memnunum tavsiye ederim
1,çok beğenerek aldım ve göründüğü gibi de geldi güzel bir ürün tavsiye ederim
1,ürün tamda istediğim gibi geldi çok güzel
1,ürün baya iyi ve rahat
1,ürün tm istediğim bir alın tavsiye ederim
1,beklediğimden çok daha iyi geldi tavsiye ederim ☺️
1,çok iyi tavsiye ederim
1,güzel ürün
1,çok güzel ürün
1,gayet güzel
1,çok güzel teşekkürler rahatlıkla alabilirsiniz😊
1,memnun kaldım
1,güzel ürün .
1,gayet güzel bir ürün kaliteli .
1,aşırı beğendim çok güzel duruyor
1,gayet güzel
1,hakkı helâldir güzeldir hayırlı satışlar dilerim
1,çok güzel bir pantolon çok beğendim
1,çok rahat ve kaliteli 👏
1,çok kaliteli almanızı tavsiye ederim
1,çok rahat ve esnek
1,güzel olduğu gibi . fiyat performans
1,bu fiyata daha iyisini bulamazsınız kaçırmayın
1,bu fiyata ancak bu kalite olabilir ben beğendim
1,çok rahat ve kaliteli hızlı ulaştı sorun yaşamadım
1,bol geliyor ama güzel ürün
1,ürünü s beden yerine l beden yolla mısınız görselle alakası yok !
1,çok hafif ve rahat ayrıca belindeki ipin ucu da turuncu geldi ve çok daha şık görünüyor . ayrıca kargo ve paketleme de harika teşekkür ederim
1,beğenmedim renkli fotodaki gibi değil
1,güzel mslslsşs
1,rezalet bir ürün
1,berbat bir ürün geliyor Demar denim etiketli asla alınmaz 10 tl bile etmez
1,ürün hiç istediğim gibi gelmedi renk hiç aynı değil 5 yıldız verdim ki yorumum üstte kalsın diye ama ürün iade de hiç sıkıntı yok
1,vala bana aynısı geldi
1,ürün elime geçmedi firmaya sipariş vereli 4 gün oldu ama ellerinde ürün kalmadığı için göndermediler ve hiç bir bilgi vermediler ürün hakkında yorum yapamam ama firma gerçekten kötü
1,"ürün teslim edildi görünüyor ancak ürünüm gelmedi , kesinlikle sipariş vermeyin . bu arkadaşlar yoluna çıkmış vurgun yapıyorlar ."
1,ürün fotoda olduğu gibi gayet güzel fiziğime tam oturur 175 boyum 75 kilom var 32 giyiyor beden olarak 33 aldım bilerek biraz bol sewiyom onun için tam oldu
1,ürün güzel kargo hızlı tam bedeninizi alın
1,hızlı kargo ürün rengi aynı 1.70 eşim paça boyu tam oldu 33beden aldık beğendik
1,çok güzel . kalıbı rengi resimdekinin aynısı .
1,gayet güzel . kumaşı falan hoş . 1.80 e 85 kilo 34 söyledim cuk oturur tavsiye ederim . rengi beklediğinizden bir tık daha koyu gelebilir .
1,güzel bir ürün tam bedenime göre olduğu tam bedeninizde alın
1,güzel oldu ama boyu çok kısa ürünü beğendiğini
1,süper beden tam oldu
1,ürün güzel 85 kiloyum 182 boyundayım 36 beden aldım terzide yaptırdım bir daha uğraşmak zor geldi .
1,eşime aldım tam bedeni uydu çok da hoşuna gitti .
1,kumaşı pek kaliteli değil ama bedeni ram üstüme oturdu . rengi fotodaki gibi . tavsiye ederim
1,çok güzel kaliteli bedeni biraz dar
1,ürün eşimin bedenine göre tam oldu kumaşı da çok güzel
1,baya bir böl o yüzden tam beden alınmalı
1,güzel ve kaliteli bence gayet başarılı . kendi bedeninizi alabilirsiniz
1,harika bir jean rengine bayıldım kalıbı tam boy olarak çok uzun boylu değil iseniz gayet ideal 175 eşim hiç boy tadilatına gerek yok tam beden alın ve hızlı kargo
1,"boyum 180 cm kilom 80 , 34 beden aldım ve tam oldu , aşırı güzel"
1,1 beden büyük aldık eşime tam oldu baya baya skinny jean o yüzden 1 beden büyük alınabilir duruşu gayet hoş
1,fiyat performans çok iyi bir beden büyük alabilirsiniz
1,çok güzel bir ürün tam bedeninizi alın
1,tam üstüme oturur bedeniniz neyse onu alın çok beğendim
1,büyük geldi ama iade etmedik 32 beden 42 gibi geldi
1,güzel ürün biraz kalın kumaşı tam yazlık ince değil bildiğiniz kot ama güzel oğluma aldık parçalarını beğenmedi eşim giyiyor
1,güzel ve rahat bir pantolon bir beden büyük alın
1,kalite güzel ama bir beden daha küçük alın
1,ürünü çok beğendik yalnız bedeni küçük geldiğinden dolayı iade etmek zorunda kaldık
1,ürün çok kaliteli tam uydu bedenime teşekkürler
1,"normalde 36 bedenden 34 bedene yeni düşmüş biriyim 34 beden aldım fakat bir tık bol geldi , kumaşı ve rengi çok çok güzel inanılmaz rahat bir pantolon fakat dediğim gibi eğer vücut tipiniz kaldırıyorsa 1 beden küçüğünü alabilirsiniz"
1,çok beğendim kalitesini kardeşime aldım en küçük bedeni bile büyük geldi zayıf olduğundan dolayı terziyle hallettik çok güzel
1,kalitesi güzel bir tık büyük geliyor
1,175boy 76kilo 33 beden tam oldu normalde 34 35 giyerim ama İkra'lı olduğu için 33 aldım
1,ürün beklediğimden daha iyidir tam bedeninize göre almanızı tavsiye ederim .
1,çok rahat ya herkese tavsiye ederim . kendi bedeninizi alabilirsiniz
1,valla çok güzel 60 kiloya 30 aldık biraz bol oldu bir beden küçük tercih edin ama kalite falan Efsa
1,gerçekten çok kaliteli sadece paçaları uzun geldi ama onun dışında 30 beden sipariş ettim tam üzerime oturdu
1,çok iyi kalıbı tam oturur 3 tane almıştım hepsinin cepleri söküldü çok kullanmadım oysa ayda bir iki defa giydim
